id,name,artists,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
1Lnn3P5XFVSleuZp4MddaI,Replicas - Early Version,"Gary Numan', 'Tubeway Army",0.4320000000000001,0.283,9,-11.175999999999998,1,0.0264,0.183,0.00155,0.0968,0.133,81.245,4.0
0qTRSuGCNkwe5qAtGWfE0P,The Union Meetin',Gerry Hundt,0.546,0.7390000000000001,0,-3.408,1,0.0383,0.528,0.0509,0.0742,0.906,176.96099999999996,4.0
5bpGkbcIpqvP1vFHJPx5At,Don't Call It Supper,Eugene Hideaway Bridges,0.601,0.696,9,-8.934,1,0.0432,0.7,0.00607,0.3720000000000001,0.65,105.22,4.0
2zjRZAEo8XXWBdOUaLXSLm,Passingmeasures Pavan,"John Johnson', 'Christopher Wilson",0.402,0.0386,5,-30.113000000000003,0,0.0511,0.996,0.919,0.115,0.6,127.874,4.0
0Zb37HMUlWE5noDCXLdkJi,The Voice of the Buddha,Alex Cline,0.359,0.0965,9,-18.74,0,0.0514,0.922,0.565,0.1159999999999999,0.0427,105.709,3.0
2JYA5Afrpfqoyf1Zyh7Gwg,Geto Starz,"C-Note', 'Big Tymers', 'Will-Lean', ""Lil' Real",0.8540000000000001,0.522,11,-9.018,0,0.316,0.0976,0.0,0.165,0.716,97.02,4.0
6hnQn50tM6cy9jE3pnDE52,Trop fort pour la ligue,"Saye', 'Taktika', 'Souldia",0.627,0.851,10,-5.966,0,0.376,0.0585,0.0,0.0554,0.415,86.64,4.0
1lUVgYuXQ1ClCKX0GZ4c45,Silver Lining (Minus One),Anja Aguilar,0.542,0.345,1,-14.203,1,0.0279999999999999,0.17,0.726,0.332,0.195,126.079,4.0
7LPKpYjvp03AzFlVX5Vj9U,Stepping Stone,EmiSunshine,0.605,0.392,0,-6.598,1,0.0338,0.535,0.0,0.2789999999999999,0.273,147.97,4.0
0gxHXa3H4w3tmDq13w4dTb,OTL,little hurricane,0.5479999999999999,0.618,0,-7.93,1,0.183,0.296,0.000997,0.122,0.479,184.046,4.0
5wK1enLXoRetaU1fS4uz51,Won't You Tell Your Dreams,Lee Hazlewood,0.508,0.215,0,-16.239,1,0.0283,0.7859999999999999,2.59e-05,0.1169999999999999,0.55,70.952,4.0
00l4x9Weacp6QgnhcKnGJ3,Jangan Berhenti Engkau Bernyanyi,Ddhear,0.5720000000000001,0.653,4,-8.33,1,0.0367,0.762,0.0007509999999999,0.111,0.3879999999999999,113.594,4.0
7u9Cb5XCgCE1N5HPcBGqON,Wild Winds of Misfortune,The Vinegar Creek Constituency,0.409,0.743,2,-5.247000000000001,1,0.0317,0.0769,1.25e-05,0.327,0.763,127.283,4.0
6vMibeh1Wybz0XcXFsENZm,Pull Up,"Innerstate Ike', 'T- Loc",0.604,0.7829999999999999,8,-8.212,1,0.447,0.0955,0.0,0.109,0.555,127.727,5.0
4peoaCDHSKWYQk9CwPD3al,Hold on to Yesterday,Guided By Voices,0.445,0.179,6,-18.546,0,0.0451,0.986,5.400000000000001e-05,0.5720000000000001,0.503,104.975,4.0
7bqITLeBjqqw37Rym39eU0,Tobacco's Last Stand,Guided By Voices,0.434,0.216,4,-16.412,1,0.034,0.304,0.816,0.207,0.235,101.17,4.0
75PWoz2ON1EL6LftJ24VZM,"Overture and Marches for Turandot, J. 75: Funeral March from Act V","Carl Maria von Weber', 'Queensland Orchestra', 'John Georgiadis",0.183,0.0402,0,-25.637,0,0.039,0.982,0.91,0.0973,0.0713,58.187,4.0
05ODKSxf2aPaVeMcuMAT09,Prole do bebe No. 1: O polichinelo,"Heitor Villa-Lobos', 'Sonia Rubinsky",0.244,0.151,0,-21.179,1,0.0295,0.992,0.916,0.181,0.0872,90.146,1.0
3Ady4LGB61f7DIqkFdDtNx,Under The Boardwalk,Augusto Enriquez,0.748,0.585,7,-5.45,1,0.0334,0.503,6.79e-06,0.0401,0.885,119.897,4.0
1kFiMfLi16Upt4dKRjFEdU,Ave Maria,The New London Chorale,0.198,0.26,0,-15.772,1,0.0321,0.8440000000000001,0.000594,0.108,0.0753,107.664,4.0
3gewv5GOzs6lNLao7Z6w5w,If I Loved You,"Janis Mann', 'Kenny Werner",0.384,0.0592,5,-16.507,1,0.0386,0.974,2.3e-05,0.106,0.0727,79.855,4.0
5VdlqPkgNpw3GcwL7xcXuF,"Piano Concerto No. 2 in B-Flat Major, Op. 19: Adagio","Ludwig van Beethoven', 'Hannes Minnaar', 'Netherlands Symphony Orchestra', 'Jan Willem de Vriend",0.192,0.0168,3,-29.804,1,0.0434,0.985,0.877,0.0823,0.0984,81.926,4.0
7bXmSbvb7Z206fRroL4LHm,Begin Countdown,Deerhoof,0.583,0.8740000000000001,5,-5.277,1,0.135,0.0422,0.158,0.0698,0.612,89.63,3.0
6B7cZnhlTUsxXLsuEkQxCy,Different Reality,Lil Ric & Laroo,0.6990000000000001,0.862,1,-6.4860000000000015,0,0.0906,0.1119999999999999,6.65e-06,0.322,0.861,89.95700000000002,4.0
627iYoafGKNnAFgsYoWpD1,"Sonata for Solo Violin, Sz.117: I. Tempo di ciaccona","Béla Bartók', 'Liza Ferschtman",0.371,0.0725,7,-16.49,1,0.0512,0.975,0.126,0.0922,0.16,135.17700000000002,4.0
7peIzOBgQgBa7RBxnzpzT1,Hard Times,Five Horse Johnson,0.4970000000000001,0.955,0,-6.711,1,0.0395,0.0124,0.5379999999999999,0.0823,0.77,132.306,4.0
4m12uD5hHF040ZERQI6GVJ,Delivery Hijacked,"Aria Prayogi', 'Fajar Yuskemal",0.357,0.236,7,-19.651,1,0.0327,0.193,0.816,0.128,0.0396,92.004,4.0
66dQdXAbtuPdSasezCQVZE,SUMMER,BROCKHAMPTON,0.4970000000000001,0.55,8,-6.13,1,0.0257,0.847,0.049,0.119,0.542,79.955,4.0
7MZ0cZ3vTERPtWIdnDH4zi,"Odna (Alone), Op. 26 (reconstructed by M. Fitz-Gerald): Reel 1, Kuzmina in Leningrad: Kuzmina wakes","Dmitri Shostakovich', 'Irina Mataeva', 'Anna Kiknadze', 'Dmitry Voropaev', 'Mark van Tongeren', 'Barbara Buchholz', 'Ulrich Edelmann', 'Frankfurt Vocal Ensemble', 'Frankfurt Radio Symphony Orchestra', 'Mark Fitz-Gerald",0.4920000000000001,0.0633,0,-26.26,1,0.0645,0.97,0.949,0.1119999999999999,0.429,102.501,3.0
1mhtfWXbdVxRVplUHIfeS8,Piano Sonatina: III. Lento non troppo - Molto tranquillo - Meno mosso,"Szymon Laks', 'David Louie",0.246,0.0323,1,-29.897,0,0.0425,0.994,0.969,0.0812,0.0335,75.814,5.0
1albHYDB48jL8MuV75ffPA,Tomorrow Is a Long Time - Witmark Demo - 1962,Bob Dylan,0.4029999999999999,0.143,4,-18.49,1,0.0351,0.89,0.000231,0.0997,0.513,90.23,4.0
2b0Nq2rj2kLMP1OrfzQSfd,Girl from the North Country - Witmark Demo - 1963,Bob Dylan,0.515,0.0999,8,-16.289,1,0.0334,0.986,0.000213,0.14,0.33,93.25,4.0
4UOrZhJf41bgOVTw65teug,Sold!,Hotspur,0.3989999999999999,0.925,10,-4.385,0,0.0488,0.000215,0.0,0.118,0.716,160.312,4.0
6RQ6Vl5D8tyd02Y7pbqr5x,My Generation,Legendary Boss,0.731,0.588,4,-11.013,0,0.311,0.2189999999999999,0.0,0.0822,0.597,86.999,4.0
1EydWWPHvXuYnehCljWfyV,If God Didn't Exist,Legendary Boss,0.7829999999999999,0.4029999999999999,6,-12.277,0,0.257,0.0219,0.0,0.0828,0.507,89.01299999999998,4.0
3aj9kS4C8AYdOFjCihZxcs,Love Is the One to Stay,Ulrich Ellison and Tribe,0.503,0.843,7,-5.9060000000000015,1,0.0396,0.384,0.00163,0.231,0.614,88.07799999999996,4.0
3jjpZfyrT4BbYPLwiqMiCt,Feels Like Heaven,Ulrich Ellison and Tribe,0.636,0.433,11,-10.855,0,0.0274,0.391,0.00133,0.237,0.286,117.018,4.0
79LFMS6kP4csryOn8uJEkr,Jake to the Bone,TOTO,0.3829999999999999,0.735,2,-8.445,1,0.04,0.000864,0.797,0.0177,0.563,135.327,4.0
6DFFzrtuL8S9jMrEbEmT2p,Sorry for your Loss,Willie Phoenix,0.509,0.246,4,-11.661,0,0.0329,0.884,0.00022,0.127,0.313,137.53799999999998,4.0
4DvIQr3Rvk9heQYslUtV1i,My Family (feat. Killa Tay),Awol,0.637,0.882,6,-7.186,0,0.33,0.0126,0.0,0.0453,0.7709999999999999,86.036,4.0
6AEn55Ysvb89auvwKClmUi,I Got It Bad,"Frank Rosolino', 'Ed Bickert', 'Don Thompson', 'Terry Clarke",0.486,0.0782,0,-23.324,0,0.0334,0.974,0.942,0.44,0.201,126.797,4.0
0r1WrVCTGDTuGZssT09iun,88mph,Le Matos,0.684,0.8059999999999999,3,-6.693,0,0.0438,9.14e-05,0.102,0.0953,0.8640000000000001,119.999,4.0
3J6AcJfQAd5RGcT2uk8Coo,Sono,Jef Stott,0.6940000000000001,0.836,4,-6.9670000000000005,0,0.0459,0.0562,0.805,0.283,0.446,94.994,4.0
0XjFR3QaMMFcmN4VxjkyNE,Quintessence,California EAR Unit,0.344,0.0387,7,-31.03,1,0.0766,0.921,0.17,0.0919,0.0555,82.822,4.0
3ZTlY1bLnY9YAPVcpS3Ar8,Quiet Night,"Marilyn Crispell', 'Richard Nunns', 'Jeff Henderson",0.289,0.0626,10,-24.759,0,0.0489,0.905,0.0284,0.5489999999999999,0.0386,90.264,4.0
0qPEhLVuXJm7nxwGPNOqnC,Tricky Devil,Caroline Dahl,0.431,0.429,4,-11.322,0,0.0359,0.86,0.894,0.152,0.8170000000000001,103.437,4.0
7fwFilg2aHg7gFuxbK8eFZ,Suite from Dardanus: Air - Grave,"Jean-Philippe Rameau', 'Nicholas McGegan', 'Philharmonia Baroque Orchestra",0.247,0.072,9,-19.93,1,0.0486,0.976,0.0981,0.351,0.102,136.407,5.0
2Qve1DLUxEX7Ho1IZtygo2,Slow Bicycle,múm,0.599,0.131,0,-20.158,1,0.038,0.982,0.926,0.0926,0.177,120.002,4.0
1Y0WsFST4YbD43fSI3XJzR,Seashells,Steve Thompson,0.5379999999999999,0.3339999999999999,9,-9.736,1,0.0326,0.871,8.09e-06,0.1159999999999999,0.392,190.193,4.0
3MR8Y0sd7beeDIRwroezDN,For God's Sake,Morgan Saint,0.5589999999999999,0.653,7,-7.198,1,0.0592,0.128,0.0,0.115,0.0979,116.084,4.0
2qkH6I8KQtocE9Lv5whCqF,"Gadda-Da-Vida - 7"" Version",Boney M.,0.8390000000000001,0.8420000000000001,7,-7.5070000000000014,1,0.0361,0.187,0.256,0.249,0.972,123.455,4.0
6BRlGZmZjdq5IvquwT8Amn,Folk Songs of Brazil: Ó kinimbá,"Francisco Ernani Braga', 'Bidu Sayão",0.395,0.0582,11,-16.805,1,0.0421,0.992,0.000335,0.1,0.15,100.967,4.0
5LZzl2nDTr2d6OZauimWbw,Amazing Grace,Timothy Seaman,0.235,0.0227,2,-26.721,1,0.0461,0.99,0.918,0.0927,0.0736,131.257,4.0
4I2Xq05MJugi81y0tf9oGZ,1940s: “A Guy Named Little Jimmy Scott...” (Live),Jarrod Spector,0.5820000000000001,0.2019999999999999,11,-22.13300000000001,0,0.6859999999999999,0.894,0.0,0.26,0.7390000000000001,108.055,5.0
5NMiVHlzrBIP2uLYA2BZVL,Aus Schwanengesang: I. Das Fischermädchen (Live),"Claude Baker', 'Indianapolis Symphony Orchestra', 'Juanjo Mena",0.318,0.0228,8,-30.831,1,0.0415,0.969,0.625,0.138,0.0354,92.365,3.0
6Mo4EyGqadfA4P3zMcq8cn,Carmen Suite No. 2 (Arr. E. Guiraud): III. Nocturne,"Georges Bizet', 'Orquestra Simfònica de Barcelona i Nacional de Catalunya', 'Pablo González",0.138,0.0353,3,-30.663,1,0.0455,0.904,0.5670000000000001,0.0886,0.0558,100.15,3.0
1gQZz6O4vyvOebyvMwrcQP,Paths from Home,Inward Oceans,0.575,0.0212,11,-20.89,0,0.0555,0.986,0.918,0.0771,0.207,80.051,4.0
5wAAaLjs3JtDuV9w6vsADn,"Concerto No. 2 in G Major for Cello and Orchestra, Op. 126: III. Allegretto","Dmitri Shostakovich', 'Pieter Wispelwey', 'Sinfonietta Cracovia', 'Jurfen Hempel",0.207,0.0429,7,-25.14,1,0.0424,0.901,0.578,0.0874,0.0392,82.74600000000002,4.0
2RIlkqORFzJhxGyR6rTVes,The Angel Choir,Salter Cane,0.528,0.473,9,-7.567,1,0.0359,0.417,0.00551,0.109,0.645,74.57600000000002,4.0
2JylFNfPJpwGG0LfhLaeSH,Cut It Down,Salter Cane,0.4379999999999999,0.644,8,-7.6789999999999985,1,0.0317,0.426,0.0,0.068,0.765,106.434,4.0
6kArXGzVW1btykUuAe82KO,Nite Nite,Sqrrl!,0.7509999999999999,0.161,4,-11.009,0,0.0535,0.984,0.0,0.705,0.598,105.885,3.0
44K14Xsq0SbmEavHr5H141,Guilty Party,The National,0.368,0.6859999999999999,2,-8.332,1,0.0735,0.7020000000000001,0.777,0.124,0.588,182.262,5.0
5X1QrNyyLBeObeMEtF2lmd,Where All Stories End,Barren Earth,0.276,0.927,5,-6.147,0,0.0732,0.00018,0.0115,0.173,0.128,108.296,4.0
3XWe1pEZxAmmJv1CzvTZYR,Haiku Epistrophe 2.0,Air + Kilometers,0.4920000000000001,0.573,6,-11.986,0,0.144,0.1159999999999999,0.774,0.142,0.293,139.737,4.0
1rDOjnyWUUGtw6U7AmAxss,The Line,Something For Rockets,0.631,0.813,11,-7.332000000000002,0,0.0363,0.0061,0.2019999999999999,0.108,0.645,129.987,4.0
3cXc50Dejz5E8HYv2pVSFq,"Scenes poetiques, Op. 46: No. 4. Au village","Benjamin Godard', 'Slovak State Philharmonic Orchestra, Kosice', 'Kirk Trevor",0.31,0.123,5,-18.059,1,0.0359,0.974,0.946,0.0715,0.236,142.914,4.0
2uRjWqLmIwrKqGN6ja1ZJd,"Brother, Can You Spare A Dime?",Rudy Vallee,0.53,0.1939999999999999,7,-16.03,0,0.0771,0.99,0.00221,0.212,0.491,124.099,4.0
6HzVoAoc6TRI3JMEI5qgTd,Mean Low Blues,Blues Birdhead (James Simons),0.7020000000000001,0.2,6,-12.49,1,0.184,0.972,0.04,0.172,0.475,91.084,4.0
1qIYzV2p03hDGKztTpeMl9,Raccoon's Lullaby,IKI,0.208,0.163,4,-13.59,0,0.0401,0.337,3.68e-05,0.14,0.106,79.632,4.0
1t46CZl5UIPOgIZmUYSld9,Sad Saturday,Chris D. Wildcat,0.473,0.249,11,-11.189,1,0.033,0.8420000000000001,0.00141,0.0996,0.431,133.736,4.0
5lUx6wymGaFD5VWMUOKl50,Our Light Miles,Iron & Wine,0.411,0.213,11,-15.324000000000002,1,0.0315,0.85,0.0010199999999999,0.0863,0.252,119.507,3.0
11j5gywUPR4YSXi84Ur868,The Uni Bomber,"Ampichino', 'Malvo",0.4039999999999999,0.875,0,-8.594,1,0.434,0.0153,0.0,0.341,0.346,151.398,4.0
4n7U1DDPMamWNoSArCjVG3,Follow Me,K-Rino,0.8220000000000001,0.591,0,-6.28,1,0.212,0.131,0.000683,0.118,0.452,72.029,4.0
3LcTnbAgLKEHTjvGSEJsOi,Mono,Din,0.579,0.584,2,-15.057,1,0.0416,0.00599,0.815,0.122,0.161,134.999,4.0
6C1l6JfWzNKIUzzS7KyIq9,Like A Drug,Tobias,0.708,0.6409999999999999,4,-9.274,1,0.062,0.000612,0.899,0.11,0.319,126.994,4.0
6a576kIHyuvVsyJnq7uaXl,Fade Away,Five Mile Sniper,0.4579999999999999,0.888,5,-5.174,0,0.0292,2.78e-06,1.09e-05,0.105,0.531,128.056,4.0
0xYz6Au3Gh6HyO58CJ37Wf,"Trenke, Todorke",The Nightingale Trio,0.478,0.139,0,-18.19,1,0.08,0.968,0.0,0.353,0.612,170.05599999999995,5.0
5B6NxcDwXHr960nCJbMRp3,How Am I Gonna Tell You,Sharon Cuneta,0.584,0.519,0,-8.394,0,0.0329,0.366,4.34e-05,0.644,0.524,143.183,4.0
6aAx5a3iBoHssgpeR9aRMW,Flutter Girl,Chris Cornell,0.477,0.467,10,-8.458,1,0.03,0.0469,0.0239,0.138,0.0926,87.189,4.0
5MFYWokoY6WSrpRoARI6BH,Dead,Atriarch,0.239,0.774,10,-8.401,1,0.0492,0.0156,0.173,0.132,0.282,158.705,4.0
6dgCSk7x6YEAJZx76WLx17,Goyescas: Intermezzo,"Enrique Granados', 'Orquestra Simfònica de Barcelona i Nacional de Catalunya', 'Pablo González",0.144,0.0261,3,-26.419,1,0.0409999999999999,0.921,0.6629999999999999,0.136,0.0624,94.107,3.0
2wVRx6FHLgWkwJGm1rvcmz,Arabella; Dritter Aufzug: Mandryka!,"Richard Strauss', 'Jacquelyn Wagner', 'Marc Albrecht', 'De Nederlandse Opera', 'Netherlands Philharmonic Orchestra",0.16,0.175,10,-19.246,1,0.0414,0.972,0.098,0.617,0.0398,150.241,5.0
5ISzYG0vHO88gFIEeXb0X1,Hot Ones Echo Thru the Ghetto,The Click,0.745,0.691,2,-7.276,0,0.292,0.0628,0.0,0.887,0.675,174.05200000000005,4.0
3RRYw4hLAfTbN4BHZD3tBF,Before I Let You Go,Freestyle,0.653,0.359,4,-12.117,1,0.0363,0.168,0.0,0.146,0.0758,119.976,4.0
2PaNQL6MhyTLquEuvdNKbo,Brave Enough,A R I Z O N A,0.628,0.8170000000000001,3,-5.297999999999999,1,0.0428,0.0384,6.38e-05,0.0873,0.19,133.025,4.0
5OqZ2Rm5X2tIMD2umAvYKf,"Theme and Variations, Op. 42","Erich Wolfgang Korngold', 'North West German Philharmonic Orchestra', 'Werner Andreas Albert",0.0,0.0782,5,-22.099,1,0.0,0.968,0.8340000000000001,0.136,0.0,0.0,0.0
6iP9Hi6yozRKPTJ1hVQIlh,Langis at Tubig,Sharon Cuneta,0.455,0.407,7,-10.195,0,0.0395,0.6829999999999999,0.000605,0.126,0.369,80.128,4.0
3oWjisCjz3feibm62XDGVE,Petite symphonie à cordes: Petite symphonie à cordes: I. Allegro moderato. Très doux - Orchestral Setting of Ravel's String Quartet in F Major,"Maurice Ravel', 'Scottish Ensemble', 'Clio Gould",0.187,0.0442,5,-29.161,1,0.0461,0.929,0.6679999999999999,0.477,0.0599,98.515,3.0
2Q6jC8r7sGWadkk9vPuANj,Men and Mountains: I. Men,"Carl Ruggles', 'Buffalo Philharmonic Orchestra', 'Michael Tilson Thomas",0.3,0.0681,6,-18.733,0,0.0341,0.938,0.655,0.397,0.118,113.462,3.0
06nEV5uMUA99HBT5rpjwEd,How Far Is It To Bethlehem?,Alfred Deller and the Deller Consort,0.257,0.086,2,-24.787,0,0.0467,0.989,0.000841,0.114,0.0559999999999999,135.181,3.0
451hDMHmrI4hMiTM6FWvCH,Sonata for 2 Pianos: Moderato,"Igor Stravinsky', 'Benjamin Frith', 'Peter Hill",0.366,0.0325,0,-34.761,1,0.0367,0.995,0.921,0.0947,0.456,129.3,4.0
78ERDoWjtaA7PEBrUKwFPb,Soul of a Child,Black Bambi,0.58,0.7290000000000001,2,-11.122,1,0.03,0.0155,4.1e-06,0.0916,0.4429999999999999,92.962,4.0
2NJlcsHMY2c7lXRRQ7DlSK,Help Me Sleep,Midtown,0.551,0.753,6,-5.851,0,0.212,0.0148,1.67e-05,0.0846,0.362,163.97099999999998,4.0
3Y6gc0kwttsWd3ffitxjHM,"Untitled or, Fuck You Sarah",The Happy Pill Academy,0.611,0.685,9,-9.184,1,0.0273,0.35,0.174,0.12,0.645,120.024,4.0
6x4miCPxwCfru1xFUYecKZ,Look Down that Lonesome Road,Tim O'Brien,0.664,0.758,4,-9.02,1,0.0351,0.589,4.69e-06,0.342,0.96,132.87,4.0
4dE5KGysjKGcXJXRpN43sb,"String Quartet No. 1 in C Major, Op. 2: II. Adagio","Paul Hindemith', 'Danish String Quartet",0.166,0.0772,4,-20.074,1,0.0441,0.94,0.617,0.0788,0.0395,89.074,4.0
3JvAc3riCuHNKmesHDmxy7,Fire That Dope Up (feat. Rikk Reighn),"Jelly Roll', 'Rikk Reighn",0.519,0.83,6,-6.94,0,0.293,0.00682,0.0,0.0747,0.602,86.632,5.0
28UMxsAdeuaAGPBfb8sOFa,Kahit Konting Pagtingin,Sharon Cuneta,0.1969999999999999,0.316,7,-12.102,0,0.0314,0.929,0.000717,0.149,0.2789999999999999,81.99,4.0
04atLByrCTwuWLxDeMUqYT,Bass Pulsator,Bass Extreme and Techmaster P.E.B.,0.618,0.245,1,-19.749,1,0.0599,0.0285,0.826,0.136,0.139,159.62,4.0
6wb8zVzgD4kuokqDPaTNYg,Anything but You,Alcotomic,0.601,0.768,4,-5.507999999999999,1,0.0309,0.0266,2.69e-05,0.139,0.619,120.84,4.0
2EJBXgTtUnVSia8rP1i2Rn,The Bonfire,Pierce Edens,0.426,0.5589999999999999,2,-11.803,0,0.0482,0.473,0.0004969999999999,0.106,0.331,134.535,4.0
5RNvgdWnHOet0TZc2AQIFB,Daisy,Alcotomic,0.27,0.828,7,-6.754,1,0.0358,2.59e-05,0.00346,0.369,0.386,178.06400000000005,4.0
2ZTRN2Qpcvy1vF5yVDzCzY,Beautiful One,The Mammals,0.54,0.154,0,-14.67,1,0.148,0.99,0.0,0.148,0.772,151.468,4.0
21byuZ5yLHzcBsbZOx6H7e,Back Stabbers,The O'Jays,0.7,0.807,0,-8.381,0,0.0422,0.282,4.28e-06,0.67,0.906,124.319,4.0
06leRqRZ4NM5mi0dH8ZAk4,Caught Up (feat. Yasmeen) - Kings Of Tomorrow Remix,"Sonny Fodera', 'Yasmeen",0.799,0.773,0,-7.979,0,0.0502,7.18e-05,0.0268,0.0597,0.961,122.997,4.0
7EOhBBmUziP2k4UvBQ27g6,Shepherd's Bush,yapa,0.615,0.5820000000000001,11,-14.880999999999998,0,0.0416,0.56,0.8390000000000001,0.487,0.426,105.055,4.0
3o9veCJjTP5VKt6E4U6fb6,Sociopath Creep,The Krill,0.615,0.8290000000000001,4,-4.753,1,0.203,0.113,1.83e-05,0.196,0.7440000000000001,152.9,4.0
0V1AeZHr5XqePx7lCWNDk5,Shisha,Naked Rhythm,0.728,0.884,0,-6.787000000000001,1,0.0521,0.00325,0.8859999999999999,0.118,0.287,125.995,4.0
4NI4vAv7Mu8zS7RbSnphCi,10 Midi,Four Tet,0.537,0.0743,6,-24.607,1,0.0464,0.981,0.826,0.0944,0.113,61.889,5.0
1hMStbQNxVicTUs2XgaFuE,"Keyboard Sonata in D Major, Illy No. 45: I. Allegro","Baldassare Galuppi', 'Matteo Napoli",0.428,0.171,2,-22.605,1,0.0344,0.987,0.883,0.115,0.726,78.063,4.0
729F0FpRXrdoqLriKeqt4S,Hope Is So Far Away,Eyeshine,0.478,0.875,4,-5.96,0,0.0558,0.0018899999999999,7.900000000000001e-05,0.0821,0.175,144.974,4.0
45GiNdAWlhPjRiohKnX8UR,"Sonata for Flute & Basso continuo in G major, Wq 133, ""Hamburger Sonate"": Allegretto","Carl Philipp Emanuel Bach', 'Les Adieux",0.44,0.0449,7,-26.84800000000001,1,0.0501,0.993,0.916,0.0886,0.262,66.956,4.0
6zXLOzRYQSaj38pF7YzBog,The Ballinafad Fancy/Nine Pint Coggie/The Kilpatricks Of Iona,Alasdair White,0.635,0.769,4,-4.854,0,0.042,0.799,0.114,0.353,0.973,115.748,4.0
4F2XBhu8keZU75Jpa0LDg9,Canon In D,The Hit Crew,0.349,0.271,2,-13.894,1,0.0267,0.899,0.945,0.115,0.34,93.044,4.0
25haatkoFp7M30S1zDmtz7,If God Were Caught,All the Pretty Horses,0.6609999999999999,0.491,2,-8.615,1,0.0272,0.00938,0.526,0.1159999999999999,0.352,135.8,4.0
1q4XzRNRCGKVWalMCwRGKU,Neva Was Da One,Vybz Kartel,0.662,0.578,11,-9.356,1,0.0605,0.0629,2.78e-05,0.1,0.0616,92.381,4.0
1IIPM2RvLp4b9QSpUPRxYO,We're Thirsty - Live,Skillet,0.44,0.71,4,-7.369,0,0.0376,0.0052,0.00442,0.349,0.1169999999999999,130.131,4.0
4gtscoErU5Jk8vIEMxfBNw,The Liberty Bell (Version for Orchestra),"John Philip Sousa', 'Royal Scottish National Orchestra', 'Kristjan Järvi",0.3829999999999999,0.373,10,-17.477999999999998,1,0.0357,0.863,0.889,0.332,0.655,134.39600000000002,4.0
1v5F0gxpcm3TgFZbcXUHqq,Disko 90,"Gunjah', 'Niconé",0.815,0.281,8,-12.893,1,0.0983,0.3670000000000001,0.56,0.0499,0.147,119.999,4.0
1dCXCO78HzDy2s0d9sAiah,Lincoln's,Railbenders,0.732,0.624,2,-6.096,1,0.0342,0.484,3.2e-05,0.127,0.932,122.027,4.0
6eO2AmelvaQVk7ZakdhB9E,Let God Be Your Gardener,Melvins,0.511,0.727,0,-15.118,1,0.0521,0.0116,0.345,0.3879999999999999,0.518,122.397,4.0
31ZCw9NBkN1jRjoG8kaoZv,Hold It Together (Studio Version),Chris Pureka,0.557,0.447,1,-13.228,1,0.0358,0.4639999999999999,0.0172,0.0966,0.308,88.23100000000002,4.0
30txk18sLdBqf7SGCxXq3O,The Capitol Song,Fred,0.3229999999999999,0.3289999999999999,0,-11.722,1,0.0315,0.239,0.00476,0.098,0.165,149.351,4.0
5r75RgbYfDTowpdFgVYWOW,Sem chaso spěchajte / You used to look like a lion,Dálava,0.2289999999999999,0.1669999999999999,7,-14.55,1,0.0456,0.929,1.14e-05,0.115,0.0739,85.052,3.0
50TRyMOHXgsHMNFmKOrxeC,They Just Haven't Seen It,"San Holo', 'The Nicholas",0.7509999999999999,0.731,9,-4.896,0,0.0387,0.166,0.386,0.0743,0.266,136.97799999999998,4.0
6QKLDgAkPluBRiouxDEeEA,Turn Around,Grabbitz,0.62,0.962,2,-3.993,1,0.0835,0.000135,0.0054,0.0566,0.1939999999999999,146.075,4.0
5ts3CxNBw4wuh5A92586uq,"Piano Sonata No. 3, Op. 30: III. Liberamente","Rodolfo Halffter', 'Maria Elena Barrientos",0.447,0.00188,1,-21.022,1,0.0914,0.941,0.604,0.0718,0.129,68.586,4.0
0d2pkteciFF0ozDI5BzPGQ,Fake Plastic Trees,Vitamin Dub,0.631,0.7709999999999999,9,-7.607,1,0.0451,0.108,0.763,0.126,0.5489999999999999,146.036,4.0
0GIunNhpr1pVznnNCbNaX7,The Old Moose / Wing Dance,The Vox Hunters,0.597,0.254,9,-12.038,0,0.175,0.968,0.92,0.0574,0.665,143.05200000000005,4.0
2NL4qeJF5798TLD0LbpuLu,"Piano Trio No. 6 in G Major, K. 564: III. Allegretto","Wolfgang Amadeus Mozart', 'Leonid Kogan', 'Mstislav Rostropovich', 'Emil Gilels",0.353,0.1159999999999999,7,-15.918,1,0.0454,0.986,0.6920000000000001,0.0748,0.359,75.098,4.0
1tnNMFCWhlDTFkjm8v0Tum,Richmond Hill,"Traditional', 'The Lyrebird Duo",0.4529999999999999,0.0554,9,-25.141,1,0.0575,0.991,0.915,0.0676,0.506,85.323,4.0
5NJWRjuc4zUAcvnME3FyhH,Tail O'er Fin,Bipolar Explorer,0.185,0.484,9,-8.839,1,0.0345,0.0174,0.0568,0.186,0.185,73.404,4.0
4FJQhrYrmnUnmbQyKlyHfq,Little Too Close,"WRLD', 'Veronika Redd",0.654,0.7490000000000001,10,-4.711,1,0.0325,0.0313,0.00181,0.122,0.354,94.989,4.0
68mYQ5FLg1yphvuJ6yXIR0,"O Lamm Gottes, unschuldig (arr. S. Calvisius for vocal ensemble)","Nikolaus Decius', 'Sethus Calvisius', 'Johann Jeep', 'Stimmwerck",0.159,0.0291,2,-27.145,1,0.0508,0.991,0.000274,0.119,0.0721,166.62,5.0
